Order ID,Customer ID,Product ID,Date,Original Price,Discount%,Price after discount
OD1058,C043,P0903,18-11-2022,236,35%,153
OD1059,C044,P0904,01-01-2023,996,35%,647
OD1060,C045,P0905,14-06-2022,654,35%,425
OD1061,C046,P0906,27-09-2021,456,35%,296
OD1062,C047,P0907,07-12-2022,785,35%,510
OD1063,C048,P0908,25-02-2023,365,35%,237
OD1064,C049,P0909,01-06-2022,965,40%,579
OD1065,C050,P0910,07-09-2022,444,40%,266
OD1066,C051,P0911,29-11-2022,569,15%,484
OD1067,C052,P0911,09-09-2021,475,15%,404
OD1068,C053,P0911,28-05-2022,598,15%,508
OD1069,C054,P0911,09-12-2022,536,30%,375
OD1070,C055,P0911,08-02-2023,256,30%,179
OD1071,C056,P0911,14-05-2021,456,30%,319
OD1072,C057,P0911,17-12-2022,456,25%,342
OD1073,C058,P0912,12-02-2022,745,25%,559
OD1074,C059,P0913,15-09-2022,356,30%,249
OD1075,C060,P0914,20-02-2021,1189,30%,832
OD1076,C061,P0915,06-06-2022,426,30%,298
OD1077,C062,P0916,16-02-2022,1126,40%,676
OD1078,C063,P0917,24-05-2022,1145,40%,687
OD1079,C064,P0918,24-01-2022,1235,40%,741
OD1080,C065,P0919,17-01-2022,1564,40%,938
OD1081,C066,P0920,24-01-2021,654,40%,392
OD1082,C067,P0921,08-03-2022,854,40%,512
OD1083,C068,P0922,22-11-2021,475,45%,261
OD1084,C069,P0923,24-07-2022,349,45%,192
OD1085,C070,P0924,24-06-2022,350,45%,193
OD1086,C071,P0925,01-06-2022,351,47%,186
OD1087,C072,P0926,22-01-2022,352,47%,187
OD1088,C073,P0927,29-04-2022,353,46%,191
OD1089,C074,P0928,13-07-2022,354,46%,191
OD1090,C075,P0929,30-11-2022,355,46%,192
OD1091,C076,P0930,08-03-2023,356,30%,249
OD1092,C077,P0931,28-07-2022,999,30%,699
OD1093,C078,P0932,30-03-2021,555,30%,389
OD1094,C079,P0933,01-05-2022,555,30%,389
OD1095,C080,P0934,18-09-2021,555,30%,389
OD1096,C081,P0935,26-02-2021,555,35%,361
OD1097,C082,P0936,06-11-2022,1025,35%,666
OD1098,C083,P0936,14-08-2022,1025,35%,666
OD1099,C084,P0936,18-07-2022,1025,35%,666
OD1100,C085,P0936,20-03-2021,555,35%,361
OD1101,C086,P0936,18-09-2022,599,35%,389
OD1102,C087,P0937,19-07-2021,555,40%,333
OD1103,C088,P0938,02-08-2022,555,40%,333
OD1104,C089,P0939,27-01-2021,565,15%,480
OD1105,C090,P0940,08-08-2021,555,15%,472
OD1106,C091,P0941,24-02-2023,999,15%,849
OD1107,C092,P0942,28-03-2021,999,35%,649
OD1108,C093,P0943,29-12-2021,999,35%,649
OD1109,C094,P0944,27-05-2022,999,35%,649
OD1110,C095,P0945,06-08-2022,1119,35%,727
OD1111,C096,P0946,26-01-2022,1119,55%,504
OD1112,C097,P0947,13-10-2021,1119,55%,504
OD1113,C098,P0948,19-07-2022,1119,55%,504
OD1114,C099,P0949,10-12-2022,985,55%,443
OD1115,C100,P0950,06-05-2022,985,50%,493
OD1116,C001,P0951,23-11-2021,985,50%,493
OD1117,C002,P0952,24-12-2022,985,50%,493
OD1118,C003,P0953,12-05-2022,985,50%,493
OD1119,C004,P0954,09-10-2021,369,50%,185
OD1120,C005,P0955,31-03-2023,399,30%,279
OD1121,C006,P0956,17-08-2022,399,32%,271
OD1122,C007,P0957,01-05-2022,399,25%,299
OD1123,C008,P0958,21-01-2022,399,45%,219
OD1124,C009,P0959,08-03-2023,555,15%,472
OD1125,C010,P0960,02-04-2021,555,33%,372
OD1126,C011,P0961,11-03-2023,555,42%,322
OD1127,C012,P0962,08-01-2022,555,42%,322
OD1128,C013,P0963,12-11-2022,675,39%,412
OD1129,C014,P0964,06-03-2021,675,39%,412
OD1130,C015,P0965,06-04-2022,675,39%,412
OD1131,C016,P0966,31-10-2022,654,39%,399
OD1132,C017,P0967,19-08-2022,654,30%,458
OD1133,C018,P0968,13-09-2021,654,30%,458
OD1134,C019,P0969,30-03-2023,654,30%,458
OD1135,C020,P0970,26-03-2022,356,25%,267
OD1136,C021,P0971,01-01-2023,686,25%,515
OD1137,C022,P0972,31-12-2022,456,30%,319
OD1138,C023,P0973,14-03-2023,516,30%,361
OD1139,C024,P0974,23-07-2022,355,30%,249
OD1140,C025,P0975,17-01-2021,465,40%,279
OD1141,C026,P0976,12-12-2021,965,40%,579
OD1142,C027,P0977,29-08-2022,1158,40%,695
OD1143,C028,P0978,27-05-2022,264,40%,158
OD1144,C029,P0979,06-04-2022,433,40%,260
OD1145,C030,P0980,17-02-2021,562,40%,337
OD1146,C031,P0980,14-07-2022,423,45%,233
OD1147,C032,P0980,19-10-2022,621,45%,342
OD1148,C033,P0980,14-12-2021,333,45%,183
OD1149,C034,P0980,06-10-2021,236,47%,125
OD1150,C035,P0981,02-01-2021,456,47%,242
OD1151,C036,P0982,19-08-2022,963,46%,520
OD1152,C037,P0983,05-01-2023,234,46%,126
OD1153,C038,P0984,20-04-2022,456,46%,246
OD1154,C039,P0985,01-05-2022,564,30%,395
OD1155,C040,P0986,04-11-2021,634,30%,444
OD1156,C041,P0987,08-04-2022,236,30%,165
OD1157,C042,P0988,06-11-2022,444,30%,311
OD1158,C043,P0989,21-06-2021,456,30%,319
OD1159,C044,P0990,10-02-2021,963,35%,626
OD1160,C045,P0991,26-09-2021,456,35%,296
OD1161,C046,P0992,09-08-2022,1189,35%,773
OD1162,C047,P0993,28-02-2022,1298,35%,844
OD1163,C048,P0994,29-05-2021,1456,35%,946
OD1164,C049,P0995,11-04-2021,1478,35%,961
OD1165,C050,P0995,27-05-2021,256,40%,154
OD1166,C051,P0995,19-01-2021,2698,40%,1619
OD1167,C052,P0995,26-04-2022,2364,15%,2009
OD1168,C053,P0995,07-10-2021,1236,15%,1051
OD1169,C054,P0996,21-02-2022,756,15%,643
OD1170,C055,P0997,12-01-2021,326,30%,228
OD1171,C056,P0998,21-04-2021,453,30%,317
OD1172,C057,P0999,29-08-2021,326,40%,196
OD1173,C058,P1000,20-08-2021,456,40%,274
OD1174,C059,P1001,21-08-2021,675,40%,405
OD1175,C060,P1002,02-12-2021,654,40%,392
OD1176,C061,P1003,05-07-2022,654,40%,392
OD1177,C062,P1004,25-03-2022,654,40%,392
OD1178,C063,P1005,10-08-2021,654,45%,360
OD1179,C064,P1006,14-05-2021,356,45%,196
OD1180,C065,P1007,09-04-2021,686,45%,377
OD1181,C066,P1008,14-04-2022,456,47%,242
OD1182,C067,P1009,17-06-2021,516,47%,273
OD1183,C068,P1010,31-12-2021,355,46%,192
OD1184,C069,P1011,04-02-2021,465,46%,251
OD1185,C070,P1012,11-02-2021,965,46%,521
OD1186,C071,P1013,18-05-2022,1158,30%,811
OD1187,C072,P1014,17-05-2022,264,30%,185
OD1188,C073,P1015,04-03-2021,433,30%,303
OD1189,C074,P1016,28-01-2022,562,30%,393
OD1190,C075,P1017,10-08-2021,423,30%,296
OD1191,C076,P1018,07-05-2022,621,35%,404
OD1192,C077,P1019,21-08-2022,333,35%,216
OD1193,C078,P1020,18-09-2021,236,35%,153
OD1194,C079,P1021,15-01-2021,456,35%,296
OD1195,C080,P1022,01-06-2022,963,35%,626
OD1196,C081,P1022,16-01-2022,234,35%,152
OD1197,C082,P1022,06-02-2023,456,40%,274
OD1198,C083,P1022,28-11-2021,564,40%,338
OD1199,C084,P1022,01-04-2021,634,15%,539
OD1200,C085,P1023,07-12-2021,236,15%,201
OD1201,C086,P1024,18-01-2021,444,15%,377
OD1202,C087,P1025,02-02-2021,456,35%,296
OD1203,C088,P1026,17-01-2023,963,35%,626
OD1204,C089,P1027,10-06-2021,456,35%,296
OD1205,C090,P1028,17-02-2022,1189,35%,773
OD1206,C091,P1029,06-03-2021,1298,55%,584
OD1207,C092,P1030,04-08-2021,1456,55%,655
OD1208,C093,P1031,02-07-2021,1478,55%,665
OD1209,C094,P1032,30-04-2022,256,55%,115
OD1210,C095,P1033,26-04-2022,2698,50%,1349
OD1211,C096,P1034,02-03-2022,2364,50%,1182
OD1212,C097,P1035,05-11-2022,1236,50%,618
OD1213,C098,P1036,12-04-2021,756,50%,378
OD1214,C099,P1037,23-04-2022,326,50%,163
OD1215,C100,P1038,21-09-2022,453,30%,317
OD1216,C001,P1039,15-03-2021,326,32%,222
OD1217,C002,P1040,25-04-2021,456,25%,342
OD1218,C003,P1041,02-07-2021,675,45%,371
OD1219,C004,P1042,26-01-2022,654,15%,556
OD1220,C005,P1043,11-05-2022,654,33%,438
OD1221,C006,P1044,31-01-2022,654,42%,379
OD1222,C007,P1045,29-03-2023,654,42%,379
OD1223,C008,P1046,18-07-2021,356,39%,217
OD1224,C009,P1047,04-04-2021,686,39%,418
OD1225,C010,P1048,17-02-2022,456,39%,278
OD1226,C011,P1049,17-04-2021,516,39%,315
OD1227,C012,P1050,01-02-2022,355,30%,249
OD1228,C013,P1051,03-06-2022,465,30%,326
OD1229,C014,P1052,28-06-2022,965,30%,676
OD1230,C015,P1053,05-12-2022,1158,25%,869
OD1231,C016,P1054,03-12-2021,264,25%,198
OD1232,C017,P1055,05-04-2022,433,30%,303
OD1233,C018,P1056,11-05-2021,562,30%,393
OD1234,C019,P1057,13-07-2021,423,30%,296
OD1235,C020,P1058,03-06-2022,621,40%,373
OD1236,C021,P1059,16-05-2022,333,40%,200
OD1237,C022,P1060,26-01-2022,236,40%,142
OD1238,C023,P1061,09-01-2022,456,40%,274
OD1239,C024,P1062,03-02-2023,963,40%,578
OD1240,C025,P1063,16-01-2023,234,40%,140
OD1241,C026,P1064,22-07-2021,456,45%,251
OD1242,C027,P1065,29-03-2021,564,45%,310
OD1243,C028,P1066,26-10-2021,634,45%,349
OD1244,C029,P1067,11-04-2022,236,47%,125
OD1245,C030,P1068,23-03-2023,444,47%,235
OD1246,C031,P1069,16-12-2021,456,46%,246
OD1247,C032,P1070,19-02-2022,963,46%,520
OD1248,C033,P1071,31-05-2022,456,46%,246
OD1249,C034,P1071,25-07-2022,1189,30%,832
OD1250,C035,P1071,09-12-2022,1298,30%,909
OD1251,C036,P1071,11-06-2022,1456,30%,1019
OD1252,C037,P1071,03-05-2022,1478,30%,1035
OD1253,C038,P1071,20-11-2021,256,30%,179
OD1254,C039,P1072,24-04-2021,2698,35%,1754
OD1255,C040,P1073,10-01-2022,2364,35%,1537
OD1256,C041,P1074,20-02-2021,1236,35%,803
OD1257,C042,P1075,18-11-2022,756,35%,491
OD1258,C043,P1076,12-08-2021,326,35%,212
OD1259,C044,P1077,12-07-2022,453,35%,294
OD1260,C045,P1078,16-03-2023,326,40%,196
OD1261,C046,P1079,16-04-2021,456,40%,274
OD1262,C047,P1080,14-02-2021,456,15%,388
OD1263,C048,P1081,10-09-2022,456,15%,388
OD1264,C049,P1082,07-03-2021,456,15%,388
OD1265,C050,P1083,01-09-2021,236,30%,165
OD1266,C051,P1084,28-01-2023,996,30%,697
OD1267,C052,P1085,29-06-2022,654,30%,458
OD1268,C053,P1086,16-02-2021,456,25%,342
OD1269,C054,P1087,25-01-2023,785,25%,589
OD1270,C055,P1088,25-02-2023,365,30%,256
OD1271,C056,P1089,04-09-2021,965,30%,676
OD1272,C057,P1090,31-10-2022,444,30%,311
OD1273,C058,P1091,10-08-2022,569,40%,341
OD1274,C059,P1092,12-01-2022,475,40%,285
OD1275,C060,P1093,01-03-2022,598,40%,359
OD1276,C061,P1094,12-12-2022,536,40%,322
OD1277,C062,P1095,27-08-2021,256,40%,154
OD1278,C063,P1096,04-05-2022,456,40%,274
OD1279,C064,P1097,19-11-2021,456,45%,251
OD1280,C065,P1098,05-12-2022,745,45%,410
OD1281,C066,P1099,09-04-2021,356,45%,196
OD1282,C067,P1100,23-06-2021,1189,47%,630
OD1283,C068,P1101,03-03-2022,426,47%,226
OD1284,C069,P1102,26-07-2021,1126,46%,608
OD1285,C070,P1103,10-11-2022,1145,46%,618
OD1286,C071,P1104,14-10-2021,1235,46%,667
OD1287,C072,P1105,16-09-2021,1564,30%,1095
OD1288,C073,P1106,30-01-2021,654,30%,458
OD1289,C074,P1107,13-08-2021,854,30%,598
OD1290,C075,P1108,22-09-2022,475,30%,333
OD1291,C076,P1109,13-08-2021,475,30%,333
OD1292,C077,P1110,27-07-2021,475,35%,309
OD1293,C078,P1111,26-09-2021,475,35%,309
OD1294,C079,P1112,05-01-2021,475,35%,309
OD1295,C080,P1113,11-06-2021,475,35%,309
OD1296,C081,P1114,28-05-2021,475,35%,309
OD1297,C082,P1115,15-02-2023,475,35%,309
OD1298,C083,P1116,04-09-2022,564,40%,338
OD1299,C084,P1116,20-12-2021,478,40%,287
OD1300,C085,P1116,16-05-2021,1264,15%,1074
OD1301,C086,P1116,19-02-2023,458,15%,389
OD1302,C087,P1116,23-01-2022,899,15%,764
OD1303,C088,P1116,24-02-2021,859,35%,558
OD1304,C089,P1117,17-05-2022,758,35%,493
OD1305,C090,P1118,27-02-2022,2354,35%,1530
OD1306,C091,P1119,11-12-2022,2344,35%,1524
OD1307,C092,P1120,22-10-2021,2453,55%,1104
OD1308,C093,P1121,08-05-2021,2154,55%,969
OD1309,C094,P1122,09-01-2022,896,55%,403
OD1310,C095,P1123,07-06-2021,756,55%,340
OD1311,C096,P1124,15-03-2023,236,50%,118
OD1312,C097,P1125,30-07-2021,475,50%,238
OD1313,C098,P1126,27-01-2021,589,50%,295
OD1314,C099,P1127,29-08-2022,365,50%,183
OD1315,C100,P1128,12-09-2022,1233,50%,617
OD1316,C001,P1129,13-03-2021,1233,30%,863
OD1317,C002,P1130,20-01-2022,1233,32%,838
OD1318,C003,P1131,18-08-2022,1233,25%,925
OD1319,C004,P1132,29-12-2022,1233,45%,678
OD1320,C005,P1133,01-07-2021,1233,15%,1048
OD1321,C006,P1134,14-01-2021,456,33%,306
OD1322,C007,P1135,09-02-2023,456,42%,264
OD1323,C008,P1136,21-01-2022,456,42%,264
OD1324,C009,P1137,25-09-2022,456,39%,278
OD1325,C010,P1138,14-07-2022,786,39%,479
OD1326,C011,P1139,17-10-2022,786,39%,479
OD1327,C012,P1140,16-12-2022,786,39%,479
OD1328,C013,P1141,27-07-2021,786,30%,550
OD1329,C014,P1142,28-03-2022,786,30%,550
OD1330,C015,P1143,14-03-2021,786,30%,550
OD1331,C016,P1144,17-04-2022,569,25%,427
OD1332,C017,P1145,14-01-2022,569,25%,427
OD1333,C018,P1146,23-12-2021,569,30%,398
OD1334,C019,P1147,03-06-2022,569,30%,398
OD1335,C020,P1148,28-12-2022,569,30%,398
OD1336,C021,P1149,17-01-2023,569,40%,341
OD1337,C022,P1150,12-06-2022,569,40%,341
OD1338,C023,P1151,09-09-2021,569,40%,341
OD1339,C024,P1152,06-01-2021,349,40%,209
OD1340,C025,P1153,17-08-2022,350,40%,210
OD1341,C026,P1154,25-02-2021,351,40%,211
OD1342,C027,P1155,01-12-2021,352,45%,194
OD1343,C028,P1156,25-09-2021,353,45%,194
OD1344,C029,P1157,13-06-2022,354,45%,195
OD1345,C030,P1158,27-08-2021,355,47%,188
OD1346,C031,P1159,04-10-2021,356,47%,189
OD1347,C032,P1160,03-01-2022,999,46%,539
OD1348,C033,P1161,23-03-2023,555,46%,300
OD1349,C034,P1162,09-09-2022,555,46%,300
OD1350,C035,P1163,02-05-2021,555,30%,389
OD1351,C036,P1164,15-07-2021,555,30%,389
OD1352,C037,P1165,05-03-2022,1025,30%,718
OD1353,C038,P1166,20-03-2021,1025,30%,718
OD1354,C039,P1167,28-07-2022,1025,30%,718
OD1355,C040,P1167,08-01-2023,555,35%,361
OD1356,C041,P1167,17-02-2022,599,35%,389
OD1357,C042,P1167,27-06-2022,555,35%,361
OD1358,C043,P1167,08-12-2021,555,35%,361
OD1359,C044,P1167,06-02-2022,565,35%,367
OD1360,C045,P1167,08-10-2021,555,35%,361
OD1361,C046,P1167,01-04-2022,999,40%,599
OD1362,C047,P1168,05-06-2021,999,40%,599
OD1363,C048,P1169,09-05-2022,999,15%,849
OD1364,C049,P1170,15-03-2021,999,15%,849
OD1365,C050,P1171,18-06-2022,1119,15%,951
OD1366,C051,P1172,26-07-2021,1119,32%,761
OD1367,C052,P1173,05-08-2021,1119,25%,839
OD1368,C053,P1174,06-02-2023,1119,45%,615
OD1369,C054,P1175,16-12-2022,985,15%,837
OD1370,C055,P1176,18-08-2021,985,33%,660
OD1371,C056,P1177,05-03-2021,985,42%,571
OD1372,C057,P1178,17-02-2022,985,42%,571
OD1373,C058,P1179,07-02-2021,985,39%,601
OD1374,C059,P1180,08-09-2021,369,39%,225
OD1375,C060,P1181,26-03-2023,399,39%,243
OD1376,C061,P1182,11-10-2022,399,39%,243
OD1377,C062,P1183,15-01-2021,399,30%,279
OD1378,C063,P1184,17-04-2022,399,30%,279
OD1379,C064,P1185,12-07-2021,555,30%,389
OD1380,C065,P1186,03-04-2021,555,25%,416
OD1381,C066,P1187,28-03-2021,555,25%,416
OD1382,C067,P1188,22-12-2021,555,30%,389
OD1383,C068,P1189,11-10-2021,675,30%,473
OD1384,C069,P1190,10-01-2022,675,30%,473
OD1385,C070,P1191,29-10-2021,675,40%,405
OD1386,C071,P1192,28-01-2023,654,40%,392
OD1387,C072,P1192,13-07-2022,654,40%,392
OD1388,C073,P1192,10-12-2022,654,40%,392
OD1389,C074,P1192,21-05-2022,654,40%,392
OD1390,C075,P1192,06-09-2021,356,40%,214
OD1391,C076,P1192,13-03-2021,686,45%,377
OD1392,C077,P1192,27-01-2023,456,45%,251
OD1393,C078,P1192,27-12-2021,516,45%,284
OD1394,C079,P1192,17-02-2021,355,47%,188
OD1395,C080,P1193,24-01-2023,465,47%,246
OD1396,C081,P1194,30-01-2021,965,46%,521
OD1397,C082,P1195,17-03-2021,1158,46%,625
OD1398,C083,P1196,16-05-2022,264,46%,143
OD1399,C084,P1197,27-11-2021,433,30%,303
OD1400,C085,P1198,28-10-2022,562,30%,393
OD1401,C086,P1199,19-05-2021,423,30%,296
OD1402,C087,P1200,27-07-2022,621,30%,435
OD1403,C088,P1201,14-03-2023,333,30%,233
OD1404,C089,P1202,06-01-2023,236,35%,153
OD1405,C090,P1203,11-01-2023,456,35%,296
OD1406,C091,P1204,10-12-2021,963,35%,626
OD1407,C092,P1205,29-11-2022,234,35%,152
OD1408,C093,P1206,26-04-2022,456,35%,296
OD1409,C094,P1207,17-04-2022,564,35%,367
OD1410,C095,P1208,30-12-2021,634,40%,380
OD1411,C096,P1209,28-03-2021,236,40%,142
OD1412,C097,P1210,16-07-2021,444,15%,377
OD1413,C098,P1211,27-07-2022,456,15%,388
OD1414,C099,P1212,11-03-2022,963,15%,819
OD1415,C100,P1213,03-07-2021,456,35%,296
OD1416,C001,P1214,02-09-2022,1189,35%,773
OD1417,C002,P1215,14-01-2022,1298,35%,844
OD1418,C003,P1216,01-03-2023,1456,35%,946
OD1419,C004,P1217,21-03-2021,1478,55%,665
OD1420,C005,P1218,26-02-2021,256,55%,115
OD1421,C006,P1219,03-01-2023,2698,55%,1214
OD1422,C007,P1220,09-01-2023,2364,55%,1064
OD1423,C008,P1221,18-08-2022,1236,50%,618
OD1424,C009,P1222,15-02-2021,756,50%,378
OD1425,C010,P1223,07-07-2022,326,50%,163
OD1426,C011,P1224,07-12-2022,453,50%,227
OD1427,C012,P1225,26-10-2021,326,50%,163
OD1428,C013,P1226,15-06-2022,456,30%,319
OD1429,C014,P1227,26-05-2021,675,32%,459
OD1430,C015,P1228,09-08-2021,654,25%,491
OD1431,C016,P1229,02-08-2022,654,45%,360
OD1432,C017,P1230,01-12-2021,654,15%,556
OD1433,C018,P1231,11-07-2022,654,33%,438
OD1434,C019,P1232,25-05-2021,356,42%,206
OD1435,C020,P1233,21-11-2022,686,42%,398
OD1436,C021,P1234,14-02-2022,456,39%,278
OD1437,C022,P1235,08-12-2022,516,39%,315
OD1438,C023,P1236,23-01-2022,355,39%,217
OD1439,C024,P1237,31-12-2022,465,39%,284
OD1440,C025,P1238,28-11-2021,965,37%,608
OD1441,C026,P1239,03-06-2021,1158,37%,730
OD1442,C027,P1240,15-02-2021,264,37%,166
OD1443,C028,P1241,11-03-2023,433,37%,273
OD1444,C029,P1242,12-06-2021,562,37%,354
OD1445,C030,P1243,17-08-2021,423,40%,254
OD1446,C031,P1244,18-06-2022,621,40%,373
OD1447,C032,P1245,29-11-2022,333,40%,200
OD1448,C033,P1246,13-07-2022,236,40%,142
OD1449,C034,P1247,22-04-2021,456,40%,274
OD1450,C035,P1248,19-10-2022,963,34%,636
OD1451,C036,P1249,19-06-2021,234,34%,154
OD1452,C037,P1250,16-06-2021,456,34%,301
OD1453,C038,P1251,30-06-2021,564,34%,372
OD1454,C039,P1252,26-12-2021,634,34%,418
OD1455,C040,P1253,14-10-2022,236,38%,146
OD1456,C041,P1254,19-07-2022,444,38%,275
OD1457,C042,P1255,10-06-2021,456,38%,283
OD1458,C043,P1255,26-09-2022,963,38%,597
OD1459,C044,P1255,31-03-2022,456,38%,283
OD1460,C045,P1255,04-09-2021,1189,21%,939
OD1461,C046,P1255,14-08-2022,1298,21%,1025
OD1462,C047,P1255,23-12-2022,1456,21%,1150
OD1463,C048,P1255,16-11-2021,1478,21%,1168
OD1464,C049,P1255,17-02-2021,256,21%,202
OD1465,C050,P1256,25-03-2021,2698,22%,2104
OD1466,C051,P1257,27-07-2021,2364,22%,1844
OD1467,C052,P1258,21-03-2021,1236,22%,964
OD1468,C053,P1259,19-12-2021,756,22%,590
OD1469,C054,P1260,18-12-2022,326,22%,254
OD1470,C055,P1261,01-05-2021,453,22%,353
OD1471,C056,P1262,11-01-2023,326,30%,228
OD1472,C057,P1263,18-09-2021,456,30%,319
OD1473,C058,P1264,15-05-2021,675,30%,473
OD1474,C059,P1265,22-08-2021,654,30%,458
OD1475,C060,P1266,17-05-2022,654,30%,458
OD1476,C061,P1267,28-08-2022,654,30%,458
OD1477,C062,P1268,08-05-2022,654,14%,562
OD1478,C063,P1269,14-04-2021,356,14%,306
OD1479,C064,P1270,21-06-2021,686,14%,590
OD1480,C065,P1270,13-06-2021,456,14%,392
OD1481,C066,P1270,04-02-2021,516,12%,454
OD1482,C067,P1270,23-03-2022,355,12%,312
OD1483,C068,P1270,31-03-2021,465,12%,409
OD1484,C069,P1270,25-12-2021,965,12%,849
OD1485,C070,P1271,17-06-2022,1158,12%,1019
OD1486,C071,P1272,29-11-2022,264,12%,232
OD1487,C072,P1273,10-05-2021,433,34%,286
OD1488,C073,P1274,10-05-2022,562,34%,371
OD1489,C074,P1275,26-08-2021,423,34%,279
OD1490,C075,P1276,03-07-2022,621,34%,410
OD1491,C076,P1277,18-07-2022,333,34%,220
OD1492,C077,P1278,06-03-2022,236,34%,156
OD1493,C078,P1279,03-01-2022,456,44%,255
OD1494,C079,P1280,27-08-2021,963,44%,539
OD1495,C080,P1281,01-10-2022,234,44%,131
OD1496,C081,P1282,14-04-2022,456,44%,255
OD1497,C082,P1283,22-07-2021,564,44%,316
OD1498,C083,P1284,09-10-2021,634,10%,571
OD1499,C084,P1285,08-03-2022,236,10%,212
OD1500,C085,P1286,05-12-2021,444,10%,400
OD1501,C086,P1287,20-06-2022,456,30%,319
OD1502,C087,P1288,26-07-2021,963,30%,674
OD1503,C088,P1289,13-11-2022,456,30%,319
OD1504,C089,P1290,27-02-2021,1189,25%,892
OD1505,C090,P1291,10-02-2023,1298,25%,974
OD1506,C091,P1292,09-11-2022,1456,30%,1019
OD1507,C092,P1293,06-01-2021,1478,30%,1035
OD1508,C093,P1294,11-09-2021,256,30%,179
OD1509,C094,P1295,26-06-2022,2698,40%,1619
OD1510,C095,P1296,26-08-2021,2364,40%,1418
OD1511,C096,P1297,26-12-2022,1236,40%,742
OD1512,C097,P1298,18-12-2021,756,40%,454
OD1513,C098,P1299,20-03-2023,326,40%,196
OD1514,C099,P1300,21-08-2021,453,40%,272
OD1515,C100,P1301,12-02-2022,326,45%,179
OD1516,C001,P1302,08-02-2023,456,45%,251
OD1517,C002,P1303,08-12-2021,456,45%,251
OD1518,C003,P1304,07-02-2022,456,47%,242
OD1519,C004,P1305,28-09-2021,456,47%,242
OD1520,C005,P1306,30-08-2022,236,46%,127
OD1521,C006,P1307,24-05-2021,996,46%,538
OD1522,C007,P1308,09-06-2021,654,46%,353
OD1523,C008,P1309,27-02-2021,456,30%,319
OD1524,C009,P1310,04-12-2021,785,30%,550
OD1525,C010,P1311,29-06-2022,365,30%,256
OD1526,C011,P1312,28-02-2023,965,30%,676
OD1527,C012,P1313,10-08-2021,444,30%,311
OD1528,C013,P1314,30-04-2022,569,35%,370
OD1529,C014,P1315,13-05-2022,475,35%,309
OD1530,C015,P1316,26-06-2022,598,35%,389
OD1531,C016,P1317,16-07-2022,536,35%,348
OD1532,C017,P1318,15-02-2021,256,35%,166
OD1533,C018,P1319,03-07-2021,456,35%,296
OD1534,C019,P1320,20-11-2022,456,40%,274
OD1535,C020,P1321,06-02-2021,745,40%,447
OD1536,C021,P1322,21-03-2021,356,15%,303
OD1537,C022,P1323,10-11-2021,1189,15%,1011
OD1538,C023,P1324,27-05-2022,426,15%,362
OD1539,C024,P1325,17-05-2022,1126,35%,732
OD1540,C025,P1326,25-09-2022,1145,35%,744
OD1541,C026,P1327,03-09-2022,1235,35%,803
OD1542,C027,P1328,09-12-2022,1564,35%,1017
OD1543,C028,P1329,24-03-2023,654,55%,294
OD1544,C029,P1330,12-08-2021,854,55%,384
OD1545,C030,P1331,12-12-2021,475,55%,214
OD1546,C031,P1332,13-02-2021,349,55%,157
OD1547,C032,P1333,21-12-2022,350,50%,175
OD1548,C033,P1334,07-11-2021,351,50%,176
OD1549,C034,P1335,23-04-2022,352,50%,176
OD1550,C035,P1336,03-03-2021,353,50%,177
OD1551,C036,P1337,30-01-2023,354,50%,177
OD1552,C037,P1338,23-02-2021,355,30%,249
OD1553,C038,P1339,07-11-2021,356,32%,242
OD1554,C039,P1340,07-02-2023,999,25%,749
OD1555,C040,P1341,24-01-2021,555,45%,305
OD1556,C041,P1342,14-03-2021,555,15%,472
OD1557,C042,P1343,29-11-2022,555,33%,372
OD1558,C043,P1344,22-11-2021,555,42%,322
OD1559,C044,P1345,10-10-2021,1025,42%,595
OD1560,C045,P1346,04-10-2021,1025,39%,625
OD1561,C046,P1347,14-08-2021,1025,39%,625
OD1562,C047,P1348,07-07-2022,555,39%,339
OD1563,C048,P1349,12-02-2021,599,39%,365
OD1564,C049,P1350,30-09-2021,555,30%,389
OD1565,C050,P1351,26-10-2022,555,30%,389
OD1566,C051,P1352,14-04-2021,565,30%,396
OD1567,C052,P1353,03-06-2021,555,25%,416
OD1568,C053,P1354,01-05-2021,999,25%,749
OD1569,C054,P1355,17-08-2022,999,30%,699
OD1570,C055,P1356,25-02-2022,999,30%,699
OD1571,C056,P1357,22-01-2023,999,30%,699
OD1572,C057,P1358,29-03-2023,1119,40%,671
OD1573,C058,P1359,24-01-2022,1119,40%,671
OD1574,C059,P1360,17-10-2022,1119,40%,671
OD1575,C060,P1361,19-02-2021,1119,40%,671
OD1576,C061,P1362,26-09-2022,985,40%,591
OD1577,C062,P1363,23-01-2021,985,40%,591
OD1578,C063,P1364,18-08-2021,985,45%,542
OD1579,C064,P1365,07-09-2022,985,45%,542
OD1580,C065,P1366,13-03-2023,985,45%,542
OD1581,C066,P1367,03-03-2023,369,47%,196
OD1582,C067,P1368,21-05-2021,399,47%,211
OD1583,C068,P1369,19-05-2021,399,46%,215
OD1584,C069,P1369,04-11-2022,399,46%,215
OD1585,C070,P1369,20-10-2021,399,46%,215
OD1586,C071,P1369,25-01-2023,555,30%,389
OD1587,C072,P1369,23-06-2021,555,30%,389
OD1588,C073,P1370,12-09-2021,555,30%,389
OD1589,C074,P1371,22-02-2022,555,30%,389
